promedio_tiempo_interacciones,papa,cursos_inscritos_periodo,num_cursos_plataforma,papa-1,delta_papa,modalidad_colegio,calendario,jornada,tipo_colegio,categoria_colegio,ciudad,Clase
72.17831325,3.9,6,4,3.9,0,0,0,0,0,0,1,B
75.34733333,4,6,7,3.9,0.1,0,0,0,0,0,1,E
90.35986395,3.9,6,3,3.9,0,2,0,2,1,2,32,B
62.05138889,3.9,7,7,3.9,0,2,0,2,1,2,32,B
140.6265152,3.7,5,3,3.7,0,0,0,2,0,0,1,B
153.7541667,3.7,6,6,3.7,0,0,0,2,0,0,1,B
114.6019231,3.2,8,8,3.2,0,0,3,3,2,3,6,B
125.8584795,3.2,7,9,3.2,0,0,3,3,2,3,6,B
28.27048346,4.2,7,7,4.2,0,0,0,0,0,0,1,E
21.78685897,4.3,4,11,4.2,0.1,0,0,0,0,0,1,E
104.99,3,4,2,3,0,0,0,2,0,0,36,B
104.8311111,4.1,7,2,4.1,0,2,0,2,1,2,7,E
83.13944444,4.1,7,5,4.1,0,2,0,2,1,2,7,E
68.51073059,3.6,4,5,3.7,-0.1,2,0,2,1,2,1,B
24.20291971,3.6,5,7,3.7,-0.1,2,0,2,1,2,1,B
81.31371308,3.6,8,3,3.6,0,2,0,2,1,2,65,B
84.90583333,3.6,5,4,3.6,0,2,0,2,1,2,65,B
95.3,3.2,4,1,3.5,-0.3,2,0,0,1,2,16,B
130.8319444,3.3,8,3,3.5,-0.2,2,0,0,1,2,16,B
42.68974359,4.2,6,4,4.2,0,2,0,2,1,2,1,E
35.79861111,4.3,5,6,4.2,0.1,2,0,2,1,2,1,E
14.66359649,3.7,7,3,3.7,0,2,0,0,1,2,9,B
25.21666667,3.8,8,6,3.7,0.1,2,0,0,1,2,9,B
135.4340796,3.8,5,3,3.9,-0.1,2,0,2,1,2,1,B
106.7865741,3.7,8,7,3.9,-0.2,2,0,2,1,2,1,B
53.82820513,3.5,6,4,3.4,0.1,2,0,2,1,2,1,B
98.67479675,3.6,6,8,3.4,0.2,2,0,2,1,2,1,B
178.0066667,3.3,4,3,3.2,0.1,2,0,2,1,2,1,B
121.1801587,3.4,5,2,3.4,0,2,0,2,1,2,15,B
145.0670732,3.5,6,4,3.4,0.1,2,0,2,1,2,15,B
2.175,3.2,3,2,3.3,-0.1,2,0,2,1,2,1,B
68.69607843,3.2,4,3,3.3,-0.1,2,0,2,1,2,1,B
120.1112319,3.6,5,4,3.7,-0.1,2,0,4,1,2,37,B
150.2044974,3.6,6,7,3.7,-0.1,2,0,4,1,2,37,B
96.12324561,3.1,7,4,3.1,0,2,0,4,1,2,37,B
80.06036036,3.2,6,5,3.1,0.1,2,0,4,1,2,37,B
167.2842593,3.9,2,2,3.9,0,2,0,2,1,2,1,B
32.41350575,3.7,7,5,3.7,0,2,0,2,1,2,1,B
40.09423868,3.7,7,8,3.7,0,2,0,2,1,2,1,B
126.7769231,3.6,7,2,3.5,0.1,2,0,2,1,2,1,B
197.7871795,3.6,7,5,3.5,0.1,2,0,2,1,2,1,B
108.6669591,3.8,6,4,3.8,0,2,0,2,1,2,1,B
105.1265233,3.8,7,7,3.8,0,2,0,2,1,2,1,B
159.9488889,3.9,5,2,3.8,0.1,0,0,0,0,0,1,B
132.3342105,3.9,5,4,3.8,0.1,0,0,0,0,0,1,B
67.80813008,3.6,5,4,3.7,-0.1,2,0,2,1,2,1,B
42.39259259,3.7,8,6,3.7,0,2,0,2,1,2,1,B
182.7222222,3.1,4,2,3.2,-0.1,2,0,2,1,2,26,B
124.6853333,3,5,4,3.2,-0.2,2,0,2,1,2,26,B
7.358974359,3.6,6,2,3.7,-0.1,2,0,2,1,2,1,B
36.65740741,3.6,7,4,3.7,-0.1,2,0,2,1,2,1,B
218.5466667,3.6,3,1,3.5,0.1,0,0,0,0,0,15,B
294.0095238,3.6,2,1,3.5,0.1,0,0,0,0,0,15,B
144.3558824,4.9,5,8,4.9,0,2,0,2,1,2,1,E
90.55333333,3.3,6,1,3.2,0.1,0,0,0,0,0,1,B
195.9555556,3,3,1,3.2,-0.2,0,0,0,0,0,1,B
58.18333333,3,6,6,3.2,-0.2,0,0,0,0,0,1,B
53.99166667,2.7,4,1,2.7,0,2,0,4,1,2,1,R
225.3933333,3.7,6,1,3.7,0,2,0,3,2,3,9,B
6.6,3.8,6,1,3.8,0,2,0,0,1,2,43,B
0.116666667,3.5,6,2,3.3,0.2,0,0,0,0,0,1,B
88.03666667,3.5,7,1,3.3,0.2,0,0,0,0,0,1,B
157.15,3.7,4,1,3.7,0,2,0,4,1,2,37,B
185.95,4.1,6,1,4,0.1,2,0,2,1,2,1,E
3.561111111,3.5,7,1,3.4,0.1,0,0,0,0,0,42,B
6.793333333,4.3,6,1,4.3,0,2,0,2,1,2,1,E
67.2625,3.4,5,1,3.3,0.1,2,0,4,1,2,1,B
113.9295455,3.8,6,2,3.8,0,0,0,0,0,0,1,B
203.8797619,3.9,6,2,3.8,0.1,2,0,2,1,2,1,B
72.30555556,3.2,6,4,3.3,-0.1,0,0,0,0,0,1,B
1.95,3.1,4,1,3.2,-0.1,2,0,2,1,6,1,B
129.3785714,3.4,7,2,3.4,0,0,0,0,0,0,1,B
192.9347222,3.5,7,4,3.4,0.1,0,0,0,0,0,1,B
209.8666667,3.6,6,1,3.6,0,0,2,0,0,0,1,B
77.46111111,3.6,7,1,3.6,0,2,0,4,1,2,1,B
136.4361111,4.1,7,1,4.2,-0.1,2,0,4,1,2,66,E
400.2666667,4.1,6,1,4.2,-0.1,2,0,4,1,2,66,E
73.34444444,3.6,5,1,3.4,0.2,2,0,2,1,2,1,B
135.172807,3.9,7,4,3.9,0,2,0,2,1,2,16,B
238.9222222,4,8,1,3.9,0.1,2,0,2,1,2,16,E
196.9322222,4.3,7,1,4.3,0,2,0,0,1,2,13,E
0.283333333,3.3,7,2,3.2,0.1,0,0,0,0,0,1,B
31.7,3.9,6,1,3.8,0.1,0,2,0,0,0,1,B
0.166666667,3,4,5,3,0,2,0,2,1,2,1,B
123.975641,3.5,6,1,3.4,0.1,0,0,0,0,0,1,B
144.025,3.7,5,1,3.8,-0.1,2,0,2,1,2,1,B
5.810526316,3.9,6,2,3.7,0.2,2,0,4,1,2,1,B
3.233333333,4,6,1,3.7,0.3,2,0,4,1,2,1,E
195.6262626,3.5,5,1,3.6,-0.1,0,0,2,0,0,1,B
143.3857143,3.2,6,2,3.2,0,2,0,2,1,2,1,B
230.8166667,2.9,3,1,3,-0.1,2,0,0,1,2,1,R
157.8991228,3.3,4,1,3.4,-0.1,2,0,2,1,2,1,B
2.283823529,3.3,6,8,3.4,-0.1,2,0,2,1,2,1,B
0.066666667,4.1,3,9,4.1,0,2,0,2,1,2,1,E
115.5541667,3.6,5,1,3.6,0,3,0,5,0,5,1,B
120.0333333,3.6,5,1,3.6,0,3,0,5,0,5,1,B
126.940404,3.6,6,3,3.5,0.1,2,0,2,1,2,1,B
222.3166667,3.7,7,1,3.5,0.2,2,0,2,1,2,1,B
150.5380952,3.8,5,2,3.7,0.1,0,0,0,0,0,1,B
173.732716,3.8,7,3,3.7,0.1,0,0,0,0,0,1,B
102.6570833,3.3,7,3,3.4,-0.1,2,0,2,1,2,1,B
166.2354167,3.7,6,2,3.6,0.1,2,0,2,1,2,1,B
180.7497268,3.7,6,2,3.6,0.1,2,0,2,1,2,1,B
193.1222222,3.7,7,1,3.7,0,0,0,0,0,0,1,B
213.1666667,3.8,6,1,3.7,0.1,0,0,0,0,0,1,B
109.2769608,3.5,6,3,3.4,0.1,2,0,2,1,2,1,B
118.7388889,3.9,5,1,3.8,0.1,2,0,2,1,2,1,B
63.85185185,3.9,7,1,3.8,0.1,2,0,2,1,2,1,B
57.31060606,3.3,4,5,3.3,0,2,0,2,1,2,1,B
98.86666667,3.2,5,1,3.3,-0.1,2,0,2,1,2,1,B
143.9880952,3.2,0,2,3.2,0,2,0,0,1,2,1,B
158.9416667,3.4,5,3,3.4,0,2,0,2,1,2,1,B
209.15,3.4,4,1,3.4,0,2,0,2,1,2,1,B
149.4547619,3.7,5,2,3.7,0,2,0,2,1,2,1,B
203,3.8,4,1,3.7,0.1,2,0,2,1,2,1,B
133.0627451,3.7,5,3,3.7,0,2,0,2,1,2,1,B
140.9166667,3.7,4,2,3.7,0,2,0,2,1,2,1,B
217.7666667,3.1,0,1,3.1,0,3,0,5,0,5,1,B
1.4,3.1,6,1,3.1,0,3,0,5,0,5,1,B
99.64035088,3.3,6,3,3.3,0,0,0,0,0,0,1,B
174.6602564,3.3,5,5,3.3,0,0,0,0,0,0,1,B
122.2538462,3.4,6,3,3.4,0,2,0,4,1,6,1,B
55.73333333,3.4,5,1,3.4,0,2,0,4,1,6,1,B
166.9604167,3.5,6,3,3.6,-0.1,2,0,2,1,6,1,B
204.3116667,3.5,6,4,3.6,-0.1,2,0,2,1,6,1,B
116.5208333,3.1,5,2,3.1,0,2,0,2,1,2,24,B
294.0333333,3.1,5,2,3.1,0,2,0,2,1,2,24,B
152.2151515,3.2,6,1,3.3,-0.1,0,0,2,0,0,1,B
191.0070175,3.1,5,2,3.3,-0.2,0,0,2,0,0,1,B
209.9731481,3.8,6,2,3.8,0,0,2,2,0,0,1,B
216.7291667,3.8,5,1,3.8,0,0,2,2,0,0,1,B
27.36071429,3.7,6,3,3.6,0.1,0,0,0,0,4,7,B
0.956818182,3.8,6,7,3.6,0.2,0,0,0,0,4,7,B
204.2044444,3.6,5,1,3.6,0,2,0,2,1,2,1,B
237.95,3.6,5,1,3.6,0,2,0,2,1,2,1,B
190.1069444,3.5,4,1,3.5,0,2,0,2,1,2,32,B
245.4047619,3.5,5,3,3.5,0,2,0,2,1,2,32,B
214.7666667,3.4,4,1,3.4,0,0,2,2,0,0,49,B
129,3.4,4,3,3.4,0,0,2,2,0,0,49,B
154.6770833,3.5,7,2,3.5,0,2,0,0,1,2,34,B
141.3777778,3.4,6,2,3.5,-0.1,2,0,0,1,2,34,B
171.1741228,2.8,0,2,2.8,0,2,0,2,1,2,7,R
0.066666667,3.5,6,1,3.5,0,0,0,0,0,0,1,B
124.3087037,3.9,5,4,4,-0.1,2,0,2,1,6,34,B
119.5441667,3.9,7,5,4,-0.1,2,0,2,1,6,34,B
194.0575758,3.4,5,2,3.5,-0.1,2,0,0,1,2,1,B
173.1710145,3.5,7,4,3.5,0,2,0,0,1,2,1,B
3.769047619,2.9,4,1,3,-0.1,0,0,0,0,0,1,R
83.49617486,3.8,6,3,3.7,0.1,2,0,2,1,2,1,B
2.489285714,3.8,5,5,3.7,0.1,2,0,2,1,2,1,B
89.88416667,3,5,1,3,0,2,0,4,1,2,1,B
165.9814815,3,0,3,3,0,2,0,4,1,2,1,B
225.9294872,3.8,5,1,3.8,0,2,0,0,1,2,5,B
241.8944444,3.9,4,1,3.8,0.1,2,0,0,1,2,5,B
0.083333333,4.1,5,2,4,0.1,2,0,2,1,2,67,E
125.7690476,4,5,4,4,0,2,0,2,1,2,67,E
162.1166667,3.8,5,3,3.8,0,2,0,4,1,2,1,B
93.81592593,3.6,7,4,3.6,0,0,0,0,0,0,1,B
90.58229167,3.7,7,7,3.6,0.1,0,0,0,0,0,1,B
62.06074074,4.2,6,5,4.1,0.1,2,0,2,1,2,1,E
86.0254386,4.2,6,5,4.1,0.1,2,0,2,1,2,1,E
46.99583333,3.8,9,4,3.7,0.1,0,0,0,0,0,1,B
202.3747222,3.9,6,4,3.8,0.1,0,0,2,0,0,1,B
141.1676471,3.9,7,4,3.8,0.1,0,0,2,0,0,1,B
208.8912698,4.1,5,1,4.1,0,0,0,2,0,0,1,E
153.4745614,3.9,6,4,3.8,0.1,0,0,2,0,0,1,B
115.9984848,3.9,6,3,3.8,0.1,0,0,2,0,0,1,B
56.47280702,3.7,7,4,3.6,0.1,0,2,0,0,0,1,B
102.7564935,4.1,6,5,4.1,0,0,2,0,0,0,1,E
89.98474576,4.1,6,7,4.1,0,0,2,0,0,0,1,E
63.25262172,3.7,7,5,3.7,0,2,0,2,1,6,1,B
85.25294118,3.8,7,4,3.7,0.1,2,0,2,1,6,1,B
51.30227273,3.5,6,4,3.5,0,2,0,0,1,2,1,B
5.81875,3.5,8,3,3.5,0,2,0,0,1,2,1,B
38.33602151,3.9,7,5,3.8,0.1,2,0,2,1,6,1,B
61.43589744,3.9,8,5,3.8,0.1,2,0,2,1,6,1,B
95.56587302,3.7,7,4,3.7,0,0,0,0,0,0,1,B
118.5606061,3.8,7,4,3.7,0.1,0,0,0,0,0,1,B
171.3611111,3.9,6,1,3.8,0.1,0,2,0,0,0,1,B
144.3944444,4,5,2,3.8,0.2,0,2,0,0,0,1,E
16.0175,3.6,6,6,3.6,0,0,0,0,0,0,1,B
10.02222222,3.7,6,5,3.6,0.1,0,0,0,0,0,1,B
57.03318966,4,6,7,3.9,0.1,0,2,0,0,0,1,E
48.48062016,4,1,5,3.9,0.1,0,2,0,0,0,1,E
81.15466667,3.2,4,2,3.1,0.1,2,0,2,1,2,1,B
144.8461538,3.1,5,3,3.1,0,2,0,2,1,2,1,B
164.8644737,3.5,5,4,3.5,0,2,0,2,1,2,1,B
114.9291667,3.5,6,3,3.5,0,2,0,2,1,2,1,B
67.78843537,4.1,6,5,4.1,0,2,0,2,1,2,1,E
104.2697917,4.1,7,4,4.1,0,2,0,2,1,2,1,E
67.33878205,3.9,5,4,4,-0.1,2,0,2,1,2,1,B
65.77013889,3.9,6,5,4,-0.1,2,0,2,1,2,1,B
34.27438272,4.2,6,4,4.1,0.1,2,0,4,1,2,1,E
67.62692308,4.2,6,6,4.1,0.1,2,0,4,1,2,1,E
105.1354167,3.8,7,1,3.8,0,0,3,3,2,3,1,B
124.71,3.9,9,2,3.8,0.1,0,3,3,2,3,1,B
122.037069,3.7,6,4,3.6,0.1,2,0,2,1,2,19,B
83.01666667,3.7,6,6,3.6,0.1,2,0,2,1,2,19,B
110.8437107,4,6,4,4,0,2,0,0,1,2,1,E
124.6904762,4,6,3,4,0,2,0,0,1,2,1,E
73.41289308,4,6,7,3.9,0.1,0,2,2,0,0,20,E
116.703876,4,7,6,3.9,0.1,0,2,2,0,0,20,E
79.40615942,3.8,7,4,3.8,0,0,0,0,0,0,1,B
92.13166667,3.9,7,4,3.8,0.1,0,0,0,0,0,1,B
146.4470588,3.8,6,4,3.7,0.1,3,4,6,0,8,11,B
151.0222222,3.8,6,4,3.7,0.1,3,4,6,0,8,11,B
54.8754717,3.6,6,8,3.6,0,0,0,0,0,0,1,B
156.4794118,3.6,6,3,3.6,0,0,0,0,0,0,1,B
121.9990741,3.8,6,6,3.7,0.1,0,0,2,0,0,1,B
94.42152778,3.9,5,7,3.7,0.2,0,0,2,0,0,1,B
52.22339181,4.1,6,6,4,0.1,0,2,0,0,4,1,E
58.7464135,4.1,6,7,4,0.1,0,2,0,0,4,1,E
88.10959596,3.5,5,3,3.5,0,3,0,5,0,5,1,B
37.75769231,3.5,6,5,3.5,0,3,0,5,0,5,1,B
96.39196787,4.1,7,6,4,0.1,0,2,0,0,0,1,E
85.41290323,4.1,1,8,4,0.1,0,2,0,0,0,1,E
14.25833333,3.7,3,1,3.6,0.1,2,0,2,1,2,1,B
140.2666667,3.7,6,1,3.7,0,2,0,2,1,2,1,B
164.8733333,3.7,6,1,3.6,0.1,2,0,0,1,2,9,B
141.9797619,3.8,5,2,3.6,0.2,2,0,0,1,2,9,B
267.1583333,3.6,6,1,3.8,-0.2,0,0,0,0,0,1,B
210.7944444,3.7,7,1,3.8,-0.1,0,0,0,0,0,1,B
20.60128205,3.8,6,2,3.6,0.2,0,2,0,0,4,1,B
251.8583333,4,6,1,3.9,0.1,0,0,2,0,4,1,E
294.4166667,3.8,6,1,4,-0.2,0,0,0,0,0,1,B
269.0666667,3.9,7,2,4,-0.1,0,0,0,0,0,1,B
174.6092593,3.9,6,1,3.9,0,0,0,2,0,0,1,B
227.8,4,6,1,3.9,0.1,0,0,2,0,0,1,E
122.1166667,4,6,1,3.9,0.1,2,0,2,1,6,13,E
205.9694444,4.1,6,1,3.9,0.2,2,0,2,1,6,13,E
88.09166667,4.3,5,1,4.2,0.1,0,2,0,0,0,1,E
73.85,4.4,5,1,4.2,0.2,0,2,0,0,0,1,E
178.2518519,4.1,6,2,4,0.1,2,0,2,1,2,24,E
181.9833333,4.2,5,1,4,0.2,2,0,2,1,2,24,E
186.8,4.1,7,1,4,0.1,0,0,0,0,0,1,E
140.1291667,3.8,5,1,3.8,0,2,0,2,1,2,2,B
43.86666667,3.5,6,1,3.3,0.2,2,0,2,1,2,1,B
137.3097222,3.5,6,7,3.3,0.2,2,0,2,1,2,1,B
114.5861111,4.3,6,1,4.3,0,0,2,0,0,0,1,E
131.1933333,4.3,5,1,4.3,0,0,2,0,0,0,1,E
217.1555556,3.5,6,1,3.3,0.2,0,0,0,0,0,1,B
167.995614,4.1,5,4,4,0.1,2,0,2,1,2,5,E
137.0313725,3.7,6,3,3.6,0.1,2,0,4,1,2,45,B
225.9833333,3.8,7,2,3.6,0.2,2,0,4,1,2,45,B
70.97179487,3.9,7,4,3.9,0,2,0,0,1,2,1,B
6.3,3.9,3,3,3.9,0,2,0,0,1,2,1,B
49.89782609,3.8,8,3,3.8,0,2,0,0,1,2,68,B
98.92777778,3.9,7,2,3.8,0.1,2,0,0,1,2,68,B
88.23125,3.5,5,1,3.6,-0.1,2,0,2,1,2,1,B
143.7333333,3.5,6,1,3.6,-0.1,2,0,2,1,2,1,B
132.5452381,3.9,6,2,3.9,0,0,0,2,0,0,1,B
222.7083333,4,7,1,3.9,0.1,0,0,2,0,0,1,E
192.3666667,4,6,1,3.8,0.2,2,0,2,1,2,7,E
150.6666667,3.3,6,1,3.2,0.1,0,0,2,0,0,1,B
172.1777778,3.1,6,2,3.2,-0.1,0,0,2,0,0,1,B
86.94166667,3.5,6,2,3.5,0,0,0,0,0,0,1,B
34.885,3.6,4,4,3.6,0,0,0,2,0,0,1,B
96.6,3.6,5,2,3.6,0,0,0,2,0,0,1,B
77.625,2.7,5,2,3.1,-0.4,0,3,3,2,3,6,R
89.8474359,3.6,7,2,3.6,0,2,0,4,1,2,9,B
119.275,3.7,7,2,3.6,0.1,2,0,4,1,2,9,B
49.23,3.6,4,2,3.5,0.1,3,0,5,0,5,1,B
28.78703704,3.7,6,2,3.5,0.2,3,0,5,0,5,1,B
124.6666667,3.4,5,1,3.4,0,2,0,2,1,6,1,B
240.65,3.5,4,1,3.4,0.1,2,0,2,1,6,1,B
239.6083333,4.1,6,1,4,0.1,0,2,2,0,0,20,E
94.28333333,4.2,7,3,4,0.2,0,2,2,0,0,20,E
126.947619,4.1,6,3,4.1,0,0,0,0,0,0,1,E
175.7166667,4.1,7,1,4.1,0,0,0,0,0,0,1,E
2.1,3.3,7,1,3.4,-0.1,0,0,2,0,0,1,B
10.07777778,3.2,7,2,3.4,-0.2,0,0,2,0,0,1,B
186.75,3.3,5,1,3.3,0,0,0,2,0,0,1,B
34.785,4,8,3,4.1,-0.1,2,0,0,1,2,43,E
4.85,4.1,7,1,4.1,0,2,0,0,1,2,43,E
79.3025641,3.7,5,3,3.9,-0.2,0,0,0,0,4,1,B
6.808333333,3.8,7,1,3.9,-0.1,0,0,0,0,4,1,B
4.198958333,3.5,7,4,3.4,0.1,2,0,2,1,2,1,B
65.97619048,3.9,5,1,3.9,0,0,0,0,0,0,1,B
37.68611111,3.7,6,2,3.8,-0.1,0,0,2,0,0,1,B
154.6166667,4,8,1,4,0,2,0,0,1,2,29,E
226.1166667,2.7,4,1,2.7,0,0,0,0,0,0,1,R
180.3922619,4.1,8,2,4.1,0,0,0,2,0,0,1,E
87.7933908,3.6,6,3,3.5,0.1,2,0,2,1,2,1,B
99.896875,3.7,7,5,3.5,0.2,2,0,2,1,2,1,B
2.166666667,3.8,7,1,3.8,0,0,2,0,0,0,1,B
138.5722222,3.8,8,1,3.8,0,0,2,0,0,0,1,B
69.30555556,3.2,6,7,3.1,0.1,2,0,2,1,2,45,B
96.73148148,3.2,6,2,3.1,0.1,2,0,2,1,2,45,B
1.833333333,4.1,7,1,4.1,0,0,0,2,0,0,1,E
56.58222222,4.2,6,4,4.1,0.1,0,0,2,0,0,1,E
161.0736842,3.9,7,1,3.9,0,2,0,2,1,2,1,B
177.365,3.9,7,3,3.9,0,2,0,2,1,2,1,B
33.27745098,3.8,7,3,3.8,0,2,0,0,1,6,36,B
8.386666667,3.9,5,2,3.8,0.1,2,0,0,1,6,36,B
14.79444444,3.6,5,1,3.7,-0.1,0,0,2,0,0,1,B
57.57083333,3.7,7,1,3.7,0,0,0,2,0,0,1,B
149.0194444,3.4,6,2,3.3,0.1,0,0,0,0,0,1,B
263.0083333,3.6,8,1,3.3,0.3,0,0,0,0,0,1,B
167.8520833,3.7,6,1,3.7,0,3,0,5,0,5,1,B
113.475,3.7,6,2,3.7,0,3,0,5,0,5,1,B
197.8888889,3.9,4,2,3.8,0.1,2,0,4,1,2,1,B
207.5666667,4,4,1,3.8,0.2,2,0,4,1,2,1,E
227.5047619,3.9,4,1,3.9,0,2,0,4,1,2,9,B
99.95555556,4,4,1,4.1,-0.1,2,0,2,1,2,1,E
215.0666667,4,4,1,4.1,-0.1,2,0,2,1,2,1,E
170.4,3.4,4,1,3.3,0.1,2,0,2,1,2,1,B
0.7,3.4,0,1,3.3,0.1,2,0,2,1,2,1,B
107.1916667,3.8,3,2,3.7,0.1,2,0,2,1,2,1,B
5.422222222,3.9,3,4,3.9,0,2,0,4,1,2,62,B
2.383333333,3.9,0,1,3.9,0,2,0,4,1,2,62,B
210.9166667,4,4,1,3.9,0.1,2,0,2,1,2,1,E
33.40238095,3.2,8,3,3.3,-0.1,2,0,2,1,6,1,B
94.27222222,3.2,8,2,3.3,-0.1,2,0,2,1,6,1,B
116.2541667,3.7,5,1,3.7,0,2,0,2,1,2,17,B
143.1233333,3.7,6,3,3.7,0,2,0,2,1,2,17,B
0.866666667,3.7,5,1,3.8,-0.1,2,0,2,1,2,1,B
130.8708333,3.6,5,2,3.8,-0.2,2,0,2,1,2,1,B
2.56,2.4,4,2,2.4,0,2,0,2,1,2,1,R
63.64111111,3.3,3,1,3.3,0,2,0,2,1,2,1,B
7.775,3.3,3,2,3.3,0,2,0,2,1,2,1,B
237.7083333,3.4,2,1,3.7,-0.3,0,0,2,0,0,1,B
19.94942529,3.1,3,2,3.1,0,3,0,5,0,5,1,B
17.6,3.2,4,2,3.1,0.1,3,0,5,0,5,1,B
111.8416667,3.6,8,2,3.6,0,2,0,4,1,2,1,B
71.41666667,3.7,5,1,3.7,0,2,0,0,1,2,9,B
90.54,3.5,5,1,3.6,-0.1,2,0,2,1,2,1,B
155.6833333,3.5,3,1,3.6,-0.1,2,0,2,1,2,1,B
3.225,4.3,3,2,4.2,0.1,2,0,2,1,2,15,E
3.766666667,3.9,4,1,3.9,0,2,0,2,1,2,1,B
30.22666667,3.3,5,1,3.3,0,2,0,2,1,2,17,B
139.8854167,3.2,4,1,3.3,-0.1,0,0,2,0,0,36,B
200.9666667,3.3,3,1,3.3,0,0,0,2,0,0,36,B
59.275,3.1,3,1,3.2,-0.1,3,0,5,0,5,1,B
2.922222222,3.2,3,1,3.2,0,3,0,5,0,5,1,B
163.6305556,4.3,3,1,4.3,0,2,0,2,1,2,1,E
9.333333333,3.1,5,1,3.1,0,2,0,2,1,2,1,B
201.0833333,3.4,5,1,3.4,0,2,0,4,1,7,1,B
228.1666667,3.5,6,1,3.4,0.1,2,0,4,1,7,1,B
100.8716049,3.5,5,3,3.7,-0.2,2,0,0,1,2,19,B
93.675,3.4,5,2,3.7,-0.3,2,0,0,1,2,19,B
102.6777778,3,4,2,2.9,0.1,2,0,2,1,2,57,B
110.00125,4,6,6,4,0,2,0,2,1,2,1,E
154.1324561,3.2,4,3,3.3,-0.1,2,0,4,1,2,9,B
152.0916667,3.9,5,4,3.7,0.2,0,2,0,0,0,1,B
114.5643836,3.7,5,6,3.8,-0.1,0,0,2,0,0,36,B
74.50304487,3.7,7,6,3.8,-0.1,0,0,2,0,0,36,B
0.1,4.1,5,1,4.2,-0.1,0,0,2,0,0,1,E
127.0305556,4.2,6,1,4.2,0,0,0,2,0,0,1,E
134.5944444,3.5,5,2,3.5,0,0,2,0,0,0,1,B
178.2583333,3.6,6,1,3.5,0.1,0,2,0,0,0,1,B
163.03,3.8,5,1,3.7,0.1,2,0,2,1,2,17,B
219.0166667,3.9,8,1,3.7,0.2,2,0,2,1,2,17,B
168.154902,3.9,4,2,4,-0.1,0,0,0,0,0,24,B
72.71100629,3.9,6,5,4,-0.1,0,0,0,0,0,24,B
11.93333333,3.7,5,5,3.7,0,3,0,5,0,5,1,B
33.46481481,4.2,6,1,4.1,0.1,0,0,2,0,0,1,E
226.1416667,3.7,4,1,3.8,-0.1,0,3,3,2,10,1,B
61.31666667,3.8,5,3,3.8,0,0,3,3,2,10,1,B
175.1770833,3.2,4,1,3.3,-0.1,0,0,4,0,0,1,B
116.40625,4,5,2,4,0,0,0,0,0,0,1,E
148.5055556,4,5,2,4,0,0,0,0,0,0,1,E
18.15,3.6,5,1,3.7,-0.1,2,0,2,1,2,1,B
130.1958333,3.7,6,4,3.7,0,2,0,2,1,2,1,B
131.7071429,3.4,7,4,3.5,-0.1,2,0,2,1,2,1,B
63.68066667,3.4,7,4,3.5,-0.1,2,0,2,1,2,1,B
47.57589286,4.1,7,4,4.1,0,0,3,7,0,0,69,E
53.225,4.1,8,9,4.1,0,0,3,7,0,0,69,E
102.5222222,4.2,6,5,4.2,0,2,0,0,1,2,4,E
152.1611111,4.1,4,7,4.2,-0.1,2,0,0,1,2,4,E
35.12222222,3.5,7,3,3.5,0,2,0,2,1,2,1,B
27.72361111,3.6,8,8,3.5,0.1,2,0,2,1,2,1,B
86.54942529,3.4,6,2,3.3,0.1,2,0,2,1,2,1,B
28.9127451,3.4,5,5,3.3,0.1,2,0,2,1,2,1,B
160.1152778,3.4,5,3,3.4,0,0,0,0,0,0,1,B
226.8392157,3.4,6,3,3.4,0,0,0,0,0,0,1,B
171.0555556,3.5,5,2,3.5,0,0,0,0,0,0,1,B
152.9607407,3.6,6,5,3.6,0,0,0,0,0,0,1,B
103.6789583,3.8,5,7,3.8,0,2,0,0,1,2,1,B
140.494697,3.7,5,7,3.8,-0.1,2,0,0,1,2,1,B
156.820155,3.6,8,5,3.6,0,2,0,2,1,6,13,B
114.9109375,3.6,8,7,3.6,0,2,0,2,1,6,13,B
70.48680556,3.7,6,2,3.8,-0.1,2,0,0,1,2,4,B
87.23939394,3.7,6,5,3.8,-0.1,2,0,0,1,2,4,B
166.9597378,3.5,6,5,3.6,-0.1,2,0,2,1,2,1,B
166.8180894,3.5,7,8,3.6,-0.1,2,0,2,1,2,1,B
35.72597403,3.8,6,3,3.8,0,2,0,0,1,2,1,B
77.75231481,3.9,6,7,3.8,0.1,2,0,0,1,2,1,B
21.0562963,3.9,7,3,3.9,0,2,0,4,1,2,1,B
35.54017857,3.9,7,6,3.9,0,2,0,4,1,2,1,B
113.2407407,3.3,4,1,3.2,0.1,0,3,0,0,0,1,B
85.2875,3.3,4,5,3.2,0.1,0,3,0,0,0,1,B
132.3847619,3.5,5,7,3.5,0,2,0,2,1,2,1,B
93.52192982,3.5,6,7,3.5,0,2,0,2,1,2,1,B
43.66469816,3.8,7,5,3.8,0,2,0,2,1,2,1,B
70.07183908,3.8,6,7,3.8,0,2,0,2,1,2,1,B
145.8690476,3.1,7,3,3.1,0,2,0,4,1,2,45,B
87.23255814,3.1,8,4,3.1,0,2,0,4,1,2,45,B
111.892,3.3,5,2,3.1,0.2,0,0,0,0,0,1,B
182.5481481,3.3,5,4,3.1,0.2,0,0,0,0,0,1,B
143.0514706,3.4,7,4,3.4,0,2,0,2,1,6,1,B
