promedio_tiempo_interacciones,papa,cursos_inscritos_periodo,num_cursos_plataforma,papa-1,delta_papa,modalidad_colegio,calendario,jornada,tipo_colegio,categoria_colegio,ciudad,Clase
0,3.6,4,1,3.7,-0.1,2,0,0,1,2,19,B
12.28888889,3.5,5,1,3.2,0.3,2,0,2,1,6,7,B
228.9666667,4.1,5,1,4.1,0,0,0,2,0,0,1,E
93.91333333,3.8,5,2,3.8,0,2,0,2,1,2,10,B
114.1309524,4.4,6,1,4.3,0.1,2,0,2,1,2,1,E
73.05416667,4.4,6,2,4.3,0.1,2,0,2,1,2,1,E
201.95,4,5,1,3.8,0.2,0,2,0,0,4,1,E
7.866666667,3.7,5,1,3.4,0.3,0,0,0,0,0,1,B
203.55,4.1,9,1,4.2,-0.1,2,0,2,1,2,1,E
4.366666667,3.8,4,1,3.6,0.2,2,0,2,1,2,1,B
125.1333333,3.9,6,2,3.8,0.1,0,2,2,0,0,49,B
104.3464286,4.1,6,3,3.8,0.3,2,0,2,1,2,1,E
168.9333333,4.3,6,1,4.2,0.1,2,0,2,1,2,18,E
84.97619048,4.4,5,4,4.3,0.1,2,0,2,1,2,17,E
208.25,4,5,1,3.9,0.1,0,2,0,0,0,1,E
215.35,3.5,4,1,3.5,0,2,0,2,1,2,1,B
139.8166667,3.8,5,1,3.8,0,0,0,0,0,0,1,B
119.30625,4.5,6,1,4.6,-0.1,2,0,2,1,2,1,E
167.5166667,4.5,6,2,4.6,-0.1,2,0,2,1,2,1,E
201.4138889,3.2,4,1,3,0.2,2,0,0,1,2,104,B
217.7833333,3.9,6,1,3.7,0.2,0,0,2,0,0,1,B
150.0333333,4,4,2,3.8,0.2,2,0,2,1,2,2,E
189.7166667,3,7,1,3.2,-0.2,2,0,2,1,2,1,B
128.85,4.3,6,1,4.1,0.2,2,0,2,1,2,1,E
70.70555556,4.4,6,1,4.2,0.2,2,0,2,1,2,1,E
189.9333333,3.8,4,1,3.5,0.3,2,0,2,1,2,1,B
0.133333333,3.9,5,1,3.7,0.2,2,0,2,1,2,1,B
178.3645833,3.9,6,1,3.6,0.3,0,0,2,0,0,1,B
53.48148148,3.5,5,7,3.5,0,2,0,2,1,2,65,B
46.18055556,3.5,5,2,3.2,0.3,0,0,0,0,0,1,B
72.6547619,4,8,2,3.8,0.2,0,0,0,0,0,1,E
68.33245614,3.7,5,1,3.6,0.1,2,0,0,1,2,67,B
113.5375,3.6,5,1,3.6,0,2,0,0,1,2,67,B
260.0666667,4,6,1,4,0,2,0,0,1,2,87,E
76.18333333,3.3,6,2,3.1,0.2,2,0,2,1,2,1,B
30.80428571,4.1,5,5,4.1,0,0,0,0,0,0,1,E
36.37619048,4.2,5,2,4.1,0.1,0,0,0,0,0,1,E
112.0940476,3.8,5,3,3.8,0,2,0,4,1,2,11,B
140.9888889,3.6,5,3,3.8,-0.2,2,0,4,1,2,11,B
74.53555556,4.1,7,1,4,0.1,2,0,2,1,2,1,E
74.9375,3.7,4,2,3.6,0.1,0,0,0,0,0,1,B
40.15952381,3.6,4,2,3.5,0.1,2,0,2,1,2,1,B
161.6666667,3.5,6,1,3.2,0.3,0,0,2,0,0,1,B
158.8666667,3.8,6,1,3.7,0.1,2,0,2,1,2,1,B
34.85,3.3,5,1,3.4,-0.1,2,0,2,1,2,1,B
155.6513889,3.4,4,3,3.4,0,2,0,2,1,2,1,B
78.365,3.7,5,2,3.8,-0.1,2,0,2,1,2,17,B
18.41333333,3.7,6,3,3.8,-0.1,2,0,2,1,2,17,B
149.7537037,3.4,6,2,3.4,0,2,0,2,1,2,1,B
33.58333333,3.4,4,1,3.4,0,2,0,2,1,2,1,B
74.85833333,3.9,6,1,4,-0.1,2,0,2,1,2,7,B
282.4833333,4,6,1,4.1,-0.1,2,0,2,1,2,1,E
2.296666667,3.6,5,1,3.4,0.2,2,0,2,1,2,44,B
238.0666667,4.1,4,1,4.2,-0.1,2,0,2,1,2,1,E
13.05151515,3.3,4,1,3,0.3,2,0,7,1,2,34,B
125.3366667,3.7,9,1,4.2,-0.5,0,0,0,0,0,1,B
6.004166667,3.9,3,1,4.2,-0.3,0,0,0,0,0,1,B
16.95,3.6,5,1,3.5,0.1,2,0,2,1,2,1,B
9.15,3.7,3,1,3.5,0.2,2,0,2,1,2,1,B
196.1188889,3.1,4,1,3.1,0,2,0,4,1,2,1,B
192.7770833,3.3,4,2,3.3,0,2,0,4,1,2,1,B
175.4777778,3.6,4,2,3.5,0.1,2,0,0,1,6,14,B
183,3.6,4,2,3.5,0.1,2,0,0,1,6,14,B
135.0357143,3.9,5,2,3.8,0.1,2,0,0,1,2,1,B
0.166666667,2.8,3,6,3.4,-0.6,2,0,2,1,2,1,R
80.49305556,4.4,5,3,4.3,0.1,2,0,2,1,2,1,E
148.9533333,4.4,7,2,4.3,0.1,2,0,2,1,2,1,E
194.5907407,3.6,6,1,3.5,0.1,2,0,2,1,2,1,B
14.96111111,3.7,8,2,3.5,0.2,2,0,2,1,2,1,B
114.1404762,3.1,5,1,3.3,-0.2,2,0,2,1,2,1,B
279.7916667,3.3,5,2,3.3,0,2,0,2,1,2,1,B
192.7833333,3.4,5,1,3.5,-0.1,2,0,2,1,2,1,B
220.8833333,3.7,4,1,3.8,-0.1,2,0,2,1,2,1,B
210.7833333,2.7,3,1,2.7,0,0,0,0,0,0,1,R
240.4166667,3.3,4,1,3.4,-0.1,2,0,0,1,2,5,B
208.9511299,3.2,3,2,3.5,-0.3,2,0,2,1,2,1,B
133.8361111,2.8,5,2,3.2,-0.4,2,0,2,1,2,1,R
258.4264706,4.2,5,1,4.3,-0.1,2,0,2,1,6,1,E
230.025,4.1,5,1,4.3,-0.2,2,0,2,1,6,1,E
216.2733333,3.8,4,4,3.8,0,2,0,2,1,2,1,B
135.2486111,3.9,5,3,3.8,0.1,2,0,2,1,2,1,B
163.15,3.9,4,1,3.8,0.1,2,0,0,1,2,68,B
47.83817204,3.8,4,7,3.8,0,2,0,0,1,2,68,B
203.8566667,3,0,1,3,0,2,0,2,1,2,1,B
30.675,3.5,3,2,3.5,0,2,0,2,1,6,19,B
51.59178404,3.5,6,11,3.5,0,2,0,2,1,6,19,B
228.1884058,4.1,5,1,4.1,0,2,0,2,1,2,1,E
218.3633333,4.1,5,1,4.1,0,2,0,2,1,2,1,E
143.347619,3.6,6,1,3.5,0.1,2,0,2,1,2,1,B
175.80625,3.9,5,1,3.7,0.2,2,0,2,1,2,31,B
201.6416667,3.9,6,1,3.7,0.2,2,0,2,1,2,31,B
228.8051282,4.4,5,1,4.4,0,0,0,0,0,0,1,E
215.2666667,4.4,4,1,4.4,0,0,0,0,0,0,1,E
113.2075758,3.3,4,1,3.8,-0.5,0,0,0,0,0,1,B
149.3166667,3.6,5,1,3.7,-0.1,2,0,2,1,2,44,B
225.9041667,3.8,5,1,3.7,0.1,2,0,2,1,2,44,B
112.3019608,3.2,6,6,3.3,-0.1,0,0,2,0,0,1,B
320.575,3,4,1,3.3,-0.3,0,0,2,0,0,1,B
30.96602564,3.9,5,1,3.9,0,2,0,2,1,2,1,B
52.57333333,4,5,1,3.9,0.1,2,0,2,1,2,1,E
225.05,3,3,1,3.5,-0.5,2,0,4,1,2,105,B
300.9419355,3.8,6,1,3.9,-0.1,2,0,2,1,2,36,B
147.9055556,3.7,5,1,3.9,-0.2,2,0,2,1,2,36,B
19.51031746,3.8,4,1,3.7,0.1,2,0,0,1,2,1,B
72.61363636,3.9,4,1,3.7,0.2,2,0,0,1,2,1,B
99.08888889,3.9,4,1,4,-0.1,2,0,2,1,2,1,B
138.9694444,3.3,3,1,3.2,0.1,2,0,0,1,2,106,B
98.75833333,3.4,4,1,3.2,0.2,2,0,0,1,2,106,B
239.3765432,4.3,5,3,4.4,-0.1,2,0,2,1,2,1,E
208.3333333,4.3,5,1,4.4,-0.1,2,0,2,1,2,1,E
136.025,3.6,4,4,3.6,0,2,0,2,1,2,107,B
233.7913043,3.6,5,1,3.6,0,2,0,2,1,2,107,B
135.3563492,3.9,5,2,4,-0.1,2,0,2,1,2,56,B
108.3616667,3.7,5,2,4,-0.3,2,0,2,1,2,56,B
105.8518519,3.1,5,2,3.2,-0.1,2,0,2,1,2,56,B
61.87533333,3.9,5,1,3.9,0,2,0,2,1,6,34,B
39.91666667,3.9,6,2,3.9,0,2,0,2,1,6,34,B
198.1333333,3.9,4,1,3.9,0,0,0,0,0,4,1,B
127.9962366,3.9,5,6,3.9,0,2,0,2,1,2,1,B
220.4458333,3.9,4,2,3.9,0,2,0,2,1,2,1,B
244.5009259,4.2,5,1,4.4,-0.2,2,0,2,1,2,1,E
214.5592593,3.2,4,1,3.6,-0.4,0,0,0,0,0,15,B
0.066666667,3.9,5,1,3.9,0,0,0,0,0,0,1,B
233.8595238,4.6,5,2,4.7,-0.1,2,0,2,1,2,1,E
218.9888889,4.6,4,1,4.7,-0.1,2,0,2,1,2,1,E
133.5141026,4,5,1,4.1,-0.1,2,0,2,1,2,1,E
207.6583333,4.1,6,1,4.1,0,2,0,2,1,2,1,E
1.333333333,3.2,3,1,3.1,0.1,2,0,2,1,2,1,B
9.930909091,3.2,5,5,3.1,0.1,2,0,2,1,2,1,B
24.22333333,3.1,5,2,3.2,-0.1,2,0,2,1,2,25,B
1.766666667,3,4,1,3.2,-0.2,2,0,2,1,2,25,B
90.31944444,3.7,4,4,3.7,0,2,0,2,1,2,19,B
218.7666667,3.5,5,1,3.7,-0.2,2,0,2,1,2,19,B
121.9404762,2.9,3,2,3.2,-0.3,2,0,2,1,2,32,R
167.2833333,3.2,6,2,3.4,-0.2,2,0,2,1,2,36,B
120.8010101,3.1,7,7,3.4,-0.3,2,0,2,1,2,36,B
76.66239316,3.5,7,7,3.3,0.2,2,0,2,1,2,1,B
126.4715686,3.4,6,8,3.3,0.1,2,0,2,1,2,1,B
126.7625926,3.7,6,3,3.8,-0.1,2,0,0,1,2,108,B
139.8808943,3.6,6,5,3.8,-0.2,2,0,0,1,2,108,B
89.51766382,3.7,6,6,3.8,-0.1,2,0,2,1,2,1,B
96.29729167,3.5,7,9,3.8,-0.3,2,0,2,1,2,1,B
155.0375389,3.8,5,4,3.9,-0.1,2,0,0,1,2,36,B
162.0210884,3.8,6,6,3.9,-0.1,2,0,0,1,2,36,B
175.9877193,3.7,4,3,3.7,0,2,0,2,1,2,1,B
188.7007246,3.7,6,4,3.7,0,2,0,2,1,2,1,B
120.705303,3,5,4,3.1,-0.1,0,0,0,0,0,1,B
155.5791667,3,6,5,3.1,-0.1,0,0,0,0,0,1,B
122.1224638,3.9,5,5,3.8,0.1,0,0,0,0,0,1,B
192.1357143,3.8,6,5,3.8,0,0,0,0,0,0,1,B
153.8458333,3.2,5,3,3.3,-0.1,2,0,2,1,2,1,B
136.8833333,3.3,5,6,3.3,0,2,0,2,1,2,1,B
122.602549,3.7,6,5,3.5,0.2,0,0,2,0,0,1,B
126.3849206,3.6,6,6,3.5,0.1,0,0,2,0,0,1,B
22.25439815,3.1,5,4,3.1,0,2,0,2,1,6,28,B
65.59265734,3,6,8,3.1,-0.1,2,0,2,1,6,28,B
128.4716312,3.3,4,5,3.3,0,2,0,2,1,6,109,B
134.2818182,3.3,6,5,3.3,0,2,0,2,1,6,109,B
221.2444444,3.3,3,1,3.4,-0.1,2,0,0,1,2,9,B
117.6166667,3.3,6,3,3.4,-0.1,2,0,0,1,2,9,B
104.9183333,3.4,6,6,3.4,0,2,0,2,1,2,1,B
122.5757576,3.4,6,4,3.4,0,2,0,2,1,2,1,B
80.8699187,3.9,7,6,4,-0.1,2,0,2,1,2,1,B
87.31666667,3.9,6,5,4,-0.1,2,0,2,1,2,1,B
73.57065728,4,5,4,4,0,2,0,2,1,2,1,E
47.21329588,4,5,7,4,0,2,0,2,1,2,1,E
104.9983333,3.1,5,2,3.1,0,2,0,2,1,2,1,B
110.7261905,3.2,4,3,3.2,0,2,0,2,1,2,1,B
125.5148148,3.6,6,5,3.8,-0.2,2,0,2,1,2,17,B
95.98421053,3.6,5,14,3.8,-0.2,2,0,2,1,2,17,B
124.0237288,3.5,6,4,3.3,0.2,2,0,2,1,2,32,B
139.8949074,3.5,5,6,3.3,0.2,2,0,2,1,2,32,B
62.37833333,3.4,5,4,3.1,0.3,2,0,2,1,2,1,B
68.03472222,3.4,6,5,3.1,0.3,2,0,2,1,2,1,B
131.9466667,3.5,6,5,3.6,-0.1,2,0,0,1,2,4,B
226.0419753,3.5,5,4,3.6,-0.1,2,0,0,1,2,4,B
76.91382114,4,6,3,3.9,0.1,0,0,2,0,0,1,E
93.55069444,3.9,6,5,3.9,0,0,0,2,0,0,1,B
74.54674797,4.2,7,4,4.2,0,2,0,2,1,2,11,E
92.86602564,4.1,6,5,4.2,-0.1,2,0,2,1,2,11,E
151.3644928,3.4,5,3,3.4,0,2,0,2,1,2,1,B
216.9884615,3.5,6,4,3.4,0.1,2,0,2,1,2,1,B
118.3849359,3.6,7,3,3.6,0,2,0,2,1,2,1,B
140.9236772,3.5,7,8,3.6,-0.1,2,0,2,1,2,1,B
129.6742424,3.2,6,3,3.3,-0.1,2,0,4,1,2,110,B
161.5368794,3.2,6,6,3.3,-0.1,2,0,4,1,2,110,B
107.8494253,3.5,6,6,3.4,0.1,0,0,0,0,0,1,B
110.9293103,3.5,6,11,3.4,0.1,0,0,0,0,0,1,B
101.0789855,3.6,5,4,3.5,0.1,2,0,2,1,2,1,B
151.6677083,3.6,6,5,3.5,0.1,2,0,2,1,2,1,B
84.21944444,3.6,6,5,3.5,0.1,2,0,2,1,2,36,B
92.18466667,3.5,5,4,3.5,0,2,0,2,1,2,36,B
132.8416667,3.2,6,4,3.1,0.1,2,0,2,1,2,1,B
101.6166667,3.2,6,4,3.1,0.1,2,0,2,1,2,1,B
63.22380952,3.4,4,2,3.4,0,2,0,2,1,2,1,B
55.63492063,3.5,2,7,3.4,0.1,2,0,2,1,2,1,B
81.74166667,3.8,7,4,3.6,0.2,2,0,2,1,2,1,B
116.7323232,3.7,5,6,3.6,0.1,2,0,2,1,2,1,B
69.43166667,3.5,3,3,3.5,0,2,0,2,1,2,7,B
37.61,3.5,4,6,3.5,0,2,0,2,1,2,7,B
58.65805556,3.8,6,3,3.8,0,2,0,2,1,6,46,B
70.22271505,3.6,6,11,3.8,-0.2,2,0,2,1,6,46,B
213.1833333,3.7,5,1,3.5,0.2,2,0,2,1,2,1,B
224.0333333,3.6,5,2,3.5,0.1,2,0,2,1,2,1,B
68.22171717,3.2,7,5,3.3,-0.1,2,0,2,1,2,1,B
90.63125,3.3,4,5,3.3,0,2,0,2,1,2,1,B
144.3574359,3.6,6,6,3.6,0,2,0,2,1,2,1,B
154.1107345,3.5,5,7,3.6,-0.1,2,0,2,1,2,1,B
83.69248366,3.8,5,3,3.7,0.1,2,0,2,1,2,1,B
46.55787037,3.7,6,3,3.7,0,2,0,2,1,2,1,B
124.6215054,3.6,6,3,3.4,0.2,0,0,2,0,4,1,B
161.6708333,3.7,5,6,3.4,0.3,0,0,2,0,4,1,B
0.9,4,3,4,4,0,0,3,3,2,3,111,E
26.26527778,4.9,5,1,4.9,0,0,0,2,0,0,1,E
203.3261905,3.7,5,2,3.6,0.1,0,0,0,0,0,1,B
85.72222222,3.7,4,2,3.6,0.1,0,0,0,0,0,1,B
47.33070175,3.8,5,1,3.9,-0.1,2,0,0,1,2,1,B
154.5277778,3.9,4,2,3.9,0,2,0,0,1,2,1,B
158.5684211,4.5,5,3,4.5,0,0,0,0,0,0,1,E
81.90416667,3.8,4,1,4,-0.2,2,0,2,1,2,36,B
177.3166667,3.7,5,1,4,-0.3,2,0,2,1,2,36,B
209.5583333,3.3,4,1,3.7,-0.4,0,0,0,0,0,25,B
0.5,3.5,4,1,3.7,-0.2,0,0,0,0,0,25,B
120.6,3.8,5,2,3.6,0.2,0,0,2,0,0,1,B
186.0375,4.3,5,2,4.1,0.2,0,0,2,0,0,112,E
113.540625,4.4,4,7,4.1,0.3,0,0,2,0,0,112,E
166.675,3.1,5,1,3.2,-0.1,0,0,0,0,0,1,B
333.8833333,4,3,1,4.1,-0.1,2,0,2,1,2,1,E
96.94066667,3.3,4,4,3.2,0.1,0,0,4,0,0,1,B
147.6,3.3,5,5,3.2,0.1,0,0,4,0,0,1,B
1.588888889,3.1,0,1,3.1,0,2,0,0,1,2,39,B
239.225,3.4,5,1,3.4,0,0,0,0,0,0,1,B
113.2378788,4,5,3,3.9,0.1,0,0,0,0,0,7,E
250.5583333,3.7,5,1,3.9,-0.2,0,0,0,0,0,7,B
110.9944444,3.3,3,1,3.4,-0.1,2,0,0,1,2,31,B
104.4083333,3.2,5,2,3.4,-0.2,2,0,0,1,2,31,B
133.8452381,3.4,0,6,3.4,0,2,0,4,1,6,113,B
111.5666667,3.5,4,1,3.4,0.1,2,0,4,1,6,113,B
0.066666667,3.6,5,1,3.4,0.2,2,0,2,1,2,67,B
84.17222222,3.9,3,1,3.9,0,0,0,0,0,0,1,B
59.1969697,4.2,5,1,4.2,0,0,0,0,0,0,1,E
105.1438596,3.3,4,4,3.5,-0.2,2,0,2,1,2,32,B
87.85757576,2.8,0,2,2.8,0,2,0,2,1,2,1,R
63.90625,2.8,4,3,2.8,0,2,0,2,1,2,1,R
34.46025641,3.6,3,3,3.5,0.1,2,0,0,1,2,9,B
8.21,4.3,5,1,4.2,0.1,2,0,2,1,2,92,E
231.5666667,3.6,6,2,3.6,0,2,0,2,1,2,55,B
38.57638889,3.5,5,10,3.6,-0.1,2,0,2,1,2,55,B
116.3125,3,5,1,3,0,2,0,0,1,2,1,B
7.161111111,4.3,4,1,4.3,0,2,0,2,1,2,1,E
49.96,4.3,5,4,4.3,0,2,0,2,1,2,1,E
205.6055556,4,4,1,4.2,-0.2,0,0,2,0,0,1,E
177.5633333,4.1,5,4,4.2,-0.1,0,0,2,0,0,1,E
4.705555556,3.9,6,1,3.8,0.1,0,3,0,0,0,1,B
2.3125,3.7,6,1,3.8,-0.1,2,0,0,1,2,56,B
0.033333333,3.8,6,1,3.8,0,2,0,0,1,2,56,B
118.247619,3.8,5,1,3.8,0,2,0,2,1,2,1,B
1.466666667,4,6,1,3.9,0.1,2,0,0,1,2,1,E
0.366666667,4,6,1,3.9,0.1,2,0,0,1,2,1,E
83.49444444,4,5,1,3.9,0.1,2,0,2,1,2,1,E
0.366666667,4,8,1,3.9,0.1,2,0,2,1,2,1,E
3.366666667,3.4,6,1,3.4,0,2,0,0,1,2,29,B
25.6,4.1,7,1,4.1,0,2,0,2,1,2,1,E
190.73,4.1,7,1,4.1,0,2,0,2,1,2,1,E
194.1583333,3.7,8,1,3.6,0.1,2,0,3,2,3,32,B
73.81666667,3.7,9,1,3.6,0.1,2,0,3,2,3,32,B
225.5222222,4,5,1,4,0,2,0,2,1,2,1,E
0,4.1,7,1,4,0.1,2,0,2,1,2,1,E
76.10227273,3.6,7,4,3.5,0.1,2,0,4,1,2,9,B
0.583333333,3.6,6,1,3.5,0.1,2,0,4,1,2,9,B
208.45,4.2,4,1,4.2,0,2,0,2,1,2,1,E
203.7,4.2,2,1,4.2,0,2,0,2,1,2,1,E
30.34761905,3.8,5,1,3.9,-0.1,2,0,2,1,2,1,B
55.23666667,3.9,6,1,3.9,0,2,0,2,1,2,31,B
61.05,3.6,4,1,3.6,0,2,0,2,1,2,1,B
130.2928571,4.3,5,1,4.2,0.1,2,0,2,1,2,1,E
0.666666667,4.2,5,1,4.2,0,2,0,2,1,2,1,E
35.78095238,4.2,7,1,4.2,0,2,0,2,1,2,1,E
0.566666667,4.2,5,1,4.2,0,2,0,2,1,2,1,E
0.1,4,6,1,4,0,2,0,2,1,2,1,E
0.666666667,4.1,5,1,4,0.1,2,0,2,1,2,1,E
99.50714286,3.8,7,1,3.8,0,0,0,0,0,0,1,B
192.4,3.9,6,1,3.8,0.1,0,0,0,0,0,1,B
155.3969697,3.5,5,2,3.3,0.2,2,0,2,1,2,1,B
141.0211111,4.2,6,2,4.3,-0.1,0,2,0,0,0,1,E
158.3777778,3.8,4,1,3.9,-0.1,2,0,0,1,2,1,B
1.954166667,3,3,2,3.3,-0.3,2,0,2,1,2,1,B
1.868253968,3.4,6,8,3.3,0.1,2,0,0,1,2,59,B
108.4416667,3.8,3,1,4,-0.2,2,0,0,1,2,1,B
1.703571429,3.9,5,3,3.7,0.2,2,0,2,1,2,12,B
34.05909091,3.9,6,4,3.7,0.2,2,0,2,1,2,12,B
208.2833333,3.9,3,1,4.1,-0.2,0,2,0,0,0,1,B
219.4,3.5,5,1,3.3,0.2,2,0,2,1,2,1,B
216.2133333,3.9,6,1,3.7,0.2,0,0,0,0,0,1,B
164.1366667,4,6,2,3.7,0.3,0,0,0,0,0,1,E
115.3641026,4.5,5,3,4.6,-0.1,0,0,0,0,0,1,E
0.1,3.5,5,1,3.5,0,2,0,2,1,2,1,B
152.8266667,3.6,6,6,3.5,0.1,2,0,2,1,2,19,B
142.9716667,3.4,6,3,3.5,-0.1,2,0,2,1,2,19,B
137.5125,3.5,4,1,3.1,0.4,2,0,4,1,2,1,B
6.013888889,3.9,5,2,4,-0.1,2,0,2,1,2,32,B
117.1284314,3.8,3,2,3.4,0.4,2,0,2,1,2,1,B
130.1866667,2.8,0,2,2.8,0,2,0,0,1,6,2,R
292.5166667,2.9,5,1,2.9,0,2,0,0,1,6,2,R
1.666666667,3.6,4,1,3.5,0.1,0,0,0,0,0,1,B
182.8630208,3.5,5,2,3.4,0.1,2,0,2,1,2,107,B
189.2181818,3.6,4,2,3.4,0.2,2,0,2,1,2,107,B
28.52111111,3.7,6,6,3.9,-0.2,2,0,2,1,2,17,B
213.2916667,3.1,5,1,3.1,0,2,0,2,1,2,1,B
17.38333333,4.3,4,1,4.2,0.1,2,0,2,1,6,24,E
2.9625,4.3,6,2,4.2,0.1,2,0,2,1,6,24,E
184.3821429,4.4,5,2,4.6,-0.2,0,0,0,0,0,1,E
219.4416667,3.5,5,1,3.5,0,2,0,2,1,2,56,B
232.63125,3.1,3,2,3.1,0,0,0,0,0,0,1,B
152.5119792,4.3,5,1,4.2,0.1,0,0,0,0,0,1,E
0.366666667,3.2,5,1,3.3,-0.1,2,0,2,1,2,15,B
91.30185185,3.9,5,4,3.6,0.3,2,0,2,1,2,1,B
1.5,4,6,1,3.6,0.4,2,0,2,1,2,1,E
225.6666667,3.3,4,1,3.4,-0.1,2,0,2,1,6,60,B
162.4125,3.3,3,2,3.4,-0.1,2,0,2,1,6,60,B
97.01111111,3.4,3,1,3.4,0,2,0,2,1,2,1,B
83.2474359,3.8,5,3,3.6,0.2,2,0,2,1,2,1,B
180.625,3.6,5,1,3.6,0,2,0,2,1,2,1,B
230.9782051,3.5,5,1,3.5,0,2,0,4,1,2,46,B
214.5964286,3.5,4,2,3.5,0,2,0,4,1,2,46,B
148.4277778,3.3,4,3,3.4,-0.1,0,2,0,0,4,1,B
176.3944444,3.2,4,3,3.4,-0.2,0,2,0,0,4,1,B
180.9527778,4.2,5,2,4.1,0.1,2,0,2,1,2,32,E
121.4766667,4.2,4,3,4.1,0.1,2,0,2,1,2,32,E
117.9333333,3.2,5,3,3.3,-0.1,2,0,4,1,2,1,B
5.013333333,3.1,4,3,3.3,-0.2,2,0,4,1,2,1,B
24.19057971,3.4,3,1,3.4,0,2,0,0,1,2,14,B
11.11333333,3.4,3,2,3.4,0,2,0,0,1,2,14,B
351.7,3.2,6,1,3.4,-0.2,2,0,0,1,2,1,B
152.1316667,3.7,4,1,3.9,-0.2,2,0,2,1,2,1,B
194.1697531,3.5,4,4,3.8,-0.3,2,0,2,1,2,1,B
15.07857143,4.1,0,1,4.1,0,2,0,2,1,2,1,E
93.77,3.6,4,1,3.6,0,0,0,0,0,0,1,B
100.4069444,3.8,6,2,3.6,0.2,0,0,0,0,0,1,B
115.0130435,2.9,6,2,3.2,-0.3,2,0,2,1,2,1,R
87.37430556,3.2,4,3,3.2,0,0,0,0,0,4,7,B
155.9137681,3.2,5,1,3.2,0,2,0,2,1,2,1,B
3.314367816,3.1,4,7,3.2,-0.1,2,0,0,1,2,1,B
209.7916667,3,0,1,3,0,2,0,2,1,2,1,B
67.12222222,3,4,2,3,0,2,0,2,1,2,1,B
71.40238095,3.1,4,4,3.5,-0.4,0,0,0,0,0,1,B
261.4041667,3.3,4,1,3.3,0,2,0,2,1,2,1,B
136.9375,4.3,6,1,4.5,-0.2,2,0,2,1,2,1,E
124.4215686,3.2,4,1,3.3,-0.1,0,0,0,0,0,1,B
140.8222222,3.5,4,4,3.7,-0.2,0,2,2,0,0,17,B
189.4333333,3.4,4,1,3.7,-0.3,0,2,2,0,0,17,B
80.33666667,3.4,3,1,3.5,-0.1,0,0,0,0,0,1,B
113.8679487,3.7,5,1,3.9,-0.2,2,3,3,2,3,25,B
23.65740741,3.7,4,2,3.9,-0.2,2,3,3,2,3,25,B
183.0907407,4.1,5,1,4.1,0,0,0,0,0,0,1,E
155.6518519,4.2,5,2,4.1,0.1,0,0,0,0,0,1,E
195.8055556,3.4,0,1,3.4,0,2,0,2,1,2,12,B
48.415625,3.8,5,5,3.6,0.2,2,0,4,1,2,24,B
0.2,3.7,4,1,3.6,0.1,2,0,4,1,2,24,B
158.4090909,3.4,6,3,3.4,0,0,0,0,0,0,1,B
152.7512821,3.4,4,3,3.4,0,0,0,0,0,0,1,B
167.7636364,3.8,4,1,3.9,-0.1,2,0,2,1,2,56,B
142.4611111,3.7,4,1,3.9,-0.2,2,0,2,1,2,56,B
227.6333333,3.6,3,1,3.8,-0.2,2,0,2,1,2,1,B
76.32333333,3.6,6,5,3.8,-0.2,2,0,2,1,2,1,B
190,3.5,4,1,3.6,-0.1,0,2,2,0,0,1,B
118.4833333,3.5,4,1,3.6,-0.1,0,2,2,0,0,1,B
180.8995098,3.6,3,1,3.6,0,2,0,0,1,2,1,B
143.435,4.5,3,11,4.3,0.2,2,0,2,1,2,32,E
132.375,2.9,3,1,3.3,-0.4,2,0,2,1,2,1,R
237.5833333,3.5,3,1,3.6,-0.1,2,0,2,1,2,1,B
37.775,3.6,3,1,3.7,-0.1,2,0,2,1,2,1,B
150.5333333,3.3,3,1,3.5,-0.2,2,0,0,1,2,32,B
14.55765766,4.7,6,4,4.6,0.1,2,0,2,1,2,7,E
43.28,4.6,5,2,4.6,0,2,0,2,1,2,7,E
142.2138889,3.4,5,1,3.5,-0.1,2,0,0,1,2,1,B
209.8083333,3.4,6,1,3.5,-0.1,2,0,0,1,2,1,B
52.51666667,3.4,4,1,3.7,-0.3,2,0,0,1,2,27,B
2.166666667,3.5,4,1,3.7,-0.2,2,0,0,1,2,27,B
94.83043478,3.5,5,5,3.4,0.1,2,0,2,1,2,114,B
5.829166667,3.3,4,1,3.4,-0.1,2,0,2,1,2,114,B
2.960416667,3.7,6,4,3.9,-0.2,2,0,4,1,2,14,B
112.2625,3.8,6,3,3.9,-0.1,2,0,4,1,2,14,B
157.1607843,3.5,6,3,3.7,-0.2,2,0,2,1,2,1,B
194.9,3.7,5,1,3.7,0,2,0,2,1,2,1,B
198.3166667,3.4,6,1,3.6,-0.2,2,0,0,1,2,43,B
172.8,3.4,6,1,3.6,-0.2,2,0,0,1,2,43,B
4.46318408,3.3,5,3,3.2,0.1,2,0,3,2,3,9,B
60.70726496,3,6,6,3.2,-0.2,2,0,3,2,3,9,B
46.96025641,3.5,6,4,3.6,-0.1,2,0,2,1,2,1,B
56.86296296,3.5,4,3,3.6,-0.1,2,0,2,1,2,1,B
39.58522013,3.7,5,3,4,-0.3,0,0,2,0,0,1,B
37.70740741,3.7,5,3,4,-0.3,0,0,2,0,0,1,B
108.0153333,4.6,6,5,4.6,0,2,0,2,1,2,23,E
31.45,4.5,5,3,4.6,-0.1,2,0,2,1,2,23,E
